-76.5	-76.5	36.0	ADHV
-76.5	-76.5	58.5	VHAD
-76.5	-76.5	81.0	DAVH
-76.5	13.5	-90.0	HVAD
-76.5	13.5	-67.5	DAHV
-76.5	13.5	-45.0	VHDA
-76.5	13.5	-22.5	ADVH
-76.5	13.5	-0.0	HVAD
-76.5	13.5	22.5	DAHV
-76.5	13.5	45.0	VHDA
-76.5	13.5	67.5	ADVH
-76.5	13.5	90.0	HVAD
-76.0	-76.0	-76.0	HVDA
-76.0	-76.0	-53.5	ADHV
-76.0	-76.0	-31.0	VHAD
-76.0	-76.0	-8.5	DAVH
-76.0	-76.0	14.0	HVDA
-76.0	-76.0	36.5	ADHV
-76.0	-76.0	59.0	VHAD
-76.0	-76.0	81.5	DAVH
-76.0	14.0	-90.0	HVAD
-76.0	14.0	-67.5	DAHV
-76.0	14.0	-45.0	VHDA
-76.0	14.0	-22.5	ADVH
-76.0	14.0	-0.0	HVAD
-76.0	14.0	22.5	DAHV
-76.0	14.0	45.0	VHDA
-76.0	14.0	67.5	ADVH
-76.0	14.0	90.0	HVAD
-75.5	-75.5	-75.5	HVDA
-75.5	-75.5	-53.0	ADHV
-75.5	-75.5	-30.5	VHAD
-75.5	-75.5	-8.0	DAVH
-75.5	-75.5	14.5	HVDA
-75.5	-75.5	37.0	ADHV
-75.5	-75.5	59.5	VHAD
-75.5	-75.5	82.0	DAVH
-75.5	14.5	-90.0	HVAD
-75.5	14.5	-67.5	DAHV
-75.5	14.5	-45.0	VHDA
-75.5	14.5	-22.5	ADVH
-75.5	14.5	-0.0	HVAD
-75.5	14.5	22.5	DAHV
-75.5	14.5	45.0	VHDA
-75.5	14.5	67.5	ADVH
-75.5	14.5	90.0	HVAD
-75.0	-75.0	-75.0	HVDA
-75.0	-75.0	-52.5	ADHV
-75.0	-75.0	-30.0	VHAD
-75.0	-75.0	-7.5	DAVH
-75.0	-75.0	15.0	HVDA
-75.0	-75.0	37.5	ADHV
-75.0	-75.0	60.0	VHAD
-75.0	-75.0	82.5	DAVH
-75.0	15.0	-90.0	HVAD
-75.0	15.0	-67.5	DAHV
-75.0	15.0	-45.0	VHDA
-75.0	15.0	-22.5	ADVH
-75.0	15.0	-0.0	HVAD
-75.0	15.0	22.5	DAHV
-75.0	15.0	45.0	VHDA
-75.0	15.0	67.5	ADVH
-75.0	15.0	90.0	HVAD
-74.5	-74.5	-74.5	HVDA
-74.5	-74.5	-52.0	ADHV
-74.5	-74.5	-29.5	VHAD
-74.5	-74.5	-7.0	DAVH
-74.5	-74.5	15.5	HVDA
-74.5	-74.5	38.0	ADHV
-74.5	-74.5	60.5	VHAD
-74.5	-74.5	83.0	DAVH
-74.5	15.5	-90.0	HVAD
-74.5	15.5	-67.5	DAHV
-74.5	15.5	-45.0	VHDA
-74.5	15.5	-22.5	ADVH
-74.5	15.5	-0.0	HVAD
-74.5	15.5	22.5	DAHV
-74.5	15.5	45.0	VHDA
-74.5	15.5	67.5	ADVH
-74.5	15.5	90.0	HVAD
-74.0	-74.0	-74.0	HVDA
-74.0	-74.0	-51.5	ADHV
-74.0	-74.0	-29.0	VHAD
-74.0	-74.0	-6.5	DAVH
-74.0	-74.0	16.0	HVDA
-74.0	-74.0	38.5	ADHV
-74.0	-74.0	61.0	VHAD
-74.0	-74.0	83.5	DAVH
-74.0	16.0	-90.0	HVAD
-74.0	16.0	-67.5	DAHV
-74.0	16.0	-45.0	VHDA
-74.0	16.0	-22.5	ADVH
-74.0	16.0	-0.0	HVAD
-74.0	16.0	22.5	DAHV
-74.0	16.0	45.0	VHDA
-74.0	16.0	67.5	ADVH
-74.0	16.0	90.0	HVAD
-73.5	-73.5	-73.5	HVDA
-73.5	-73.5	-51.0	ADHV
-73.5	-73.5	-28.5	VHAD
-73.5	-73.5	-6.0	DAVH
-73.5	-73.5	16.5	HVDA
-73.5	-73.5	39.0	ADHV
-73.5	-73.5	61.5	VHAD
-73.5	-73.5	84.0	DAVH
-73.5	16.5	-90.0	HVAD
-73.5	16.5	-67.5	DAHV
-73.5	16.5	-45.0	VHDA
-73.5	16.5	-22.5	ADVH
-73.5	16.5	-0.0	HVAD
-73.5	16.5	22.5	DAHV
-73.5	16.5	45.0	VHDA
-73.5	16.5	67.5	ADVH
-73.5	16.5	90.0	HVAD
-73.0	-73.0	-73.0	HVDA
-73.0	-73.0	-50.5	ADHV
-73.0	-73.0	-28.0	VHAD
