20150325035338,174,0.9154599702653714,392808,4.914473533630371,12,0,0,8,7,1,11,2,6,0,7,2,11,1,6,4,4,1,9,2,4,2,4,1,7,0,4,1,9,1,9,0,9,1,8,2,9,1,6,0,6,1,7,2,4,0,6,0,9,0,8,2,6,0,8,1,8,3,12,0,7,0,11,0,4,1,3,2,2,0,3,0,3,1,3,2,4,1,5,1,1,1,4,0,7,1,9,0,4,0,2,1,9,0,3,1,3,2,5,2,3,1,4,2,4,2,4,2,6,0,7,0,5,1,6,1,3,0,6,1,2,4,6,3,4,2,5,0,3,3,2,1,4,0,7,1,1,0,2,1,5,0,2,1,0,0,3,0,7,0,8,0,8,2,7,0,2,3,5,0,2,0,3,2,3,0,5,0,5,0,5,1,5,1,3,0,6,0,3,1,3,1,5,0,7,0,2,0,7,0,2,0,4,0,1,1,2,1,0,0,2,0,2,0,3,0,6,0,1,1,1,3,0,1,3,0,2,2,6,0,4,2,1,1,4,0,3,1,3,0,3,0,3,0,4,0,3,1,0,1,1,1,4,1,2,0,2,0,2,2,8,2,5,1,3,1,1,0,3,0,3,2,3,2,4,1,2,1,0,0,2,0,3,1,1,0,3,1,2,0,2,2,5,0,5,1,5,1,3,0,4,0,3,1,0,1,2,0,2,0,2,2,2,0,4,0,1,0,4,0,0,0,1,0,4,0,3,1,1,0,1,0,1,0,1,0,0,0,1,0,2,1,2,0,4,0,1,1,0,0,2,0,5,0,2,0,2,0,1,1,0,0,0,0,3,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0,2,1,3,0,3,1,1,0,1,3,3,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,2,0,1,0,1,0,0,0,1,0,1,0,2,0,2,0,0,0,2,1,0,0,1,1,1,0,0,1,0,1,0,1,2,0,0,0,1,0,0,0,3,2,2,0,0,2,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
20150325035538,175,0.9401039811979204,393148,5.2013421058654785,15,0,0,4,3,1,4,3,3,3,5,0,4,1,7,1,4,0,8,1,3,1,8,0,4,1,6,1,9,1,5,1,6,2,6,2,5,1,9,2,8,1,7,0,6,0,6,1,7,3,11,1,11,1,8,0,10,1,11,2,3,0,8,2,4,2,4,0,2,0,4,0,7,3,3,0,7,1,1,2,8,0,5,1,5,1,7,0,5,0,7,0,6,1,7,1,6,2,3,1,2,1,8,0,5,1,3,3,4,1,6,1,4,2,3,1,11,1,7,1,6,1,8,0,8,2,10,0,1,0,3,0,1,0,3,1,8,0,4,0,10,0,1,1,4,0,3,1,2,0,5,1,5,1,4,0,7,2,2,0,5,0,5,1,7,2,3,0,4,0,3,1,2,0,4,0,1,0,1,1,3,0,7,1,4,0,4,0,6,0,5,2,6,1,3,1,4,1,3,3,2,2,2,3,3,0,0,0,5,1,3,0,1,1,5,0,5,0,2,1,6,1,2,1,4,0,3,1,6,1,5,1,1,2,1,2,2,0,4,1,2,0,3,1,6,0,3,1,8,1,6,0,2,1,1,1,4,2,2,1,4,1,1,0,1,0,5,1,1,0,4,1,6,0,5,0,3,0,3,1,5,1,2,0,3,0,3,1,3,2,4,0,2,1,1,0,1,1,2,1,1,1,4,0,2,3,5,0,2,0,2,0,4,0,2,2,4,3,2,1,0,0,0,0,2,1,0,0,1,0,0,0,0,0,0,0,4,0,1,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,4,1,2,0,0,0,2,0,4,0,4,1,0,0,2,1,4,0,1,0,0,1,0,0,3,0,2,0,0,0,1,0,0,0,2,0,0,0,1,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,1,1,2,0,0,0,0,0,1,0,1,1,0,0,1,1,0,1,1,0,1,0,2,1,1,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
20150325035739,176,0.941256784677167,386717,4.617283821105957,15,0,0,1,4,3,2,3,7,0,11,1,4,2,11,1,7,1,1,0,6,0,9,5,5,2,8,1,7,1,3,0,10,0,10,1,4,4,5,2,7,3,2,4,6,2,7,3,4,0,3,0,9,3,5,1,11,1,7,2,9,2,7,1,5,2,2,2,5,0,4,0,3,1,5,0,8,1,3,0,6,0,3,0,4,1,12,1,8,1,8,0,5,1,11,0,4,1,4,0,4,2,6,0,1,1,5,1,6,2,6,0,1,0,9,0,2,1,8,1,9,1,5,0,6,1,3,3,2,0,4,1,3,3,5,1,6,2,4,2,6,0,8,0,4,1,5,0,6,2,5,2,6,1,0,1,4,2,6,1,4,0,0,1,6,0,3,0,4,0,3,0,6,1,1,0,3,2,7,0,3,1,4,0,3,0,5,4,6,2,6,1,0,2,3,3,4,2,2,0,5,1,4,0,4,2,3,2,3,0,4,0,2,1,1,0,2,0,4,0,3,2,3,1,4,0,3,1,4,0,1,0,5,2,0,0,5,0,4,0,4,2,3,1,2,0,2,0,8,0,3,2,5,1,1,0,3,1,1,1,1,0,0,2,0,0,1,0,3,1,0,0,1,1,3,0,3,1,3,0,1,0,3,0,1,2,5,0,3,1,3,1,2,0,3,0,3,0,2,1,3,1,2,0,3,0,5,0,3,1,0,0,4,2,2,0,3,0,2,0,0,0,0,0,2,0,1,0,1,0,1,0,2,0,0,0,1,0,1,0,0,0,1,0,1,1,4,1,2,0,1,0,1,0,2,0,0,0,1,1,3,0,2,1,2,0,0,0,1,0,1,1,1,1,1,1,0,0,2,0,4,0,2,1,0,1,1,0,2,0,1,0,1,0,2,0,0,0,2,0,0,1,1,1,1,0,0,0,1,0,1,0,0,0,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
20150325035938,177,1.0027766433182044,389319,6.338346004486084,4,0,0,3,4,0,10,0,9,1,9,3,10,1,10,0,7,0,3,0,13,1,7,0,6,3,12,0,5,1,3,2,10,2,12,1,9,1,5,0,8,1,6,1,13,3,4,1,6,2,8,0,8,1,11,0,6,2,10,0,6,2,8,0,4,0,0,1,8,0,6,0,4,0,5,1,8,2,2,1,10,2,7,1,7,1,11,1,1,0,12,1,8,0,3,0,8,3,6,0,5,1,4,0,7,2,5,0,6,1,8,1,5,1,5,1,7,0,5,1,6,0,6,1,7,1,8,0,1,0,2,2,3,1,3,1,2,0,6,0,1,0,3,1,3,1,7,0,4,0,3,0,6,3,5,1,6,3,7,0,7,0,3,1,3,1,1,2,6,2,8,0,5,0,7,0,2,0,10,1,5,1,3,1,4,0,5,0,11,0,4,0,2,1,1,1,3,0,4,1,2,0,0,0,4,0,5,0,1,1,5,1,4,1,3,0,4,1,0,2,5,0,8,2,3,0,3,0,2,0,4,0,1,2,0,1,2,1,4,0,2,1,5,2,5,0,1,2,4,0,4,0,1,1,4,1,3,2,2,0,4,1,0,0,5,1,2,0,2,1,3,0,1,0,2,0,2,1,4,1,1,0,3,1,6,0,2,2,1,0,2,0,7,0,4,0,0,0,3,1,1,2,2,0,3,1,4,2,1,0,7,2,2,1,4,0,4,2,5,1,3,0,2,0,1,0,1,0,0,0,2,0,1,0,1,1,0,0,0,0,0,1,0,0,3,0,2,1,0,0,3,0,1,0,2,0,0,0,0,0,3,0,2,0,0,0,2,0,4,0,0,0,2,1,1,1,1,0,5,0,4,1,3,0,1,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,2,0,1,0,0,2,0,0,1,0,1,0,0,0,1,0,1,0,1,1,2,0,3,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,
20150325040138,178,1.022092851954016,393702,6.3430657386779785,6,0,0,2,4,2,3,2,5,1,9,1,7,0,7,0,10,1,4,1,4,4,10,1,13,0,13,0,6,2,11,2,11,1,5,0,11,0,5,3,13,0,8,0,6,0,7,3,12,3,11,1,6,0,11,1,8,5,8,0,8,1,10,0,4,2,4,1,9,1,3,0,3,2,5,0,4,1,7,0,7,0,5,2,5,1,5,0,2,1,6,0,5,1,6,0,4,1,5,1,7,0,4,0,6,1,9,0,6,2,5,2,5,0,4,0,12,1,5,0,6,1,3,2,6,5,6,1,3,2,3,0,4,1,4,0,4,2,6,1,8,1,8,1,4,1,4,2,4,0,6,0,7,1,5,0,2,2,8,0,3,0,3,1,6,1,3,0,7,0,5,3,5,2,1,1,6,0,6,0,9,0,5,0,6,1,3,3,9,1,8,2,2,0,2,0,0,1,0,1,3,1,3,0,5,0,2,0,2,0,2,0,0,0,0,0,6,1,4,0,4,0,2,0,7,0,5,0,5,1,3,1,2,1,2,0,3,0,3,0,2,1,1,0,5,1,1,0,2,0,3,0,4,1,6,2,1,2,2,0,2,0,1,0,2,0,4,0,4,0,2,0,4,1,2,0,8,1,2,0,3,2,2,0,4,3,2,0,2,0,4,2,3,0,2,0,5,1,6,1,4,1,4,0,3,0,2,0,5,0,0,0,4,0,2,0,7,0,2,1,2,1,0,1,3,0,4,0,0,1,3,0,1,0,1,0,3,0,3,0,3,0,2,0,3,0,3,0,2,0,2,0,1,0,1,0,3,0,0,0,1,0,2,0,4,1,1,0,2,0,1,1,2,0,1,0,2,1,2,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,2,0,1,0,1,1,1,0,1,0,1,0,0,0,0,1,0,0,1,0,2,1,1,1,0,0,2,0,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,3,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
20150325040339,179,0.9843084572818763,393779,4.802395343780518,20,0,0,2,8,1,5,0,9,3,4,1,8,1,8,0,10,3,5,2,9,1,4,2,2,1,9,2,10,2,8,0,4,2,9,1,3,3,1,2,5,1,9,2,6,0,14,1,6,4,9,4,9,1,8,0,6,1,7,1,5,1,13,0,6,1,4,2,12,1,1,0,6,0,8,0,3,2,2,0,5,0,6,2,7,1,5,0,4,2,3,0,1,5,11,0,5,0,0,1,3,0,4,2,6,4,3,0,8,3,5,1,7,1,4,2,4,0,5,2,8,1,4,0,13,0,9,0,10,0,2,1,4,0,5,2,3,0,4,1,3,3,5,2,6,1,3,0,5,1,2,0,6,1,4,0,4,2,6,1,6,0,4,0,6,1,1,1,3,1,9,0,2,1,2,1,2,2,5,1,5,0,5,0,7,0,7,2,9,1,6,1,1,1,4,0,3,1,2,0,4,3,3,0,2,2,1,0,3,0,4,3,3,0,3,1,1,0,7,1,3,1,4,2,1,0,2,0,3,0,2,1,9,1,1,2,2,2,4,0,3,1,3,1,1,0,2,1,4,1,5,0,4,1,7,0,1,1,0,1,1,0,1,3,1,1,1,1,5,1,2,1,5,1,1,0,4,0,3,0,1,1,3,0,3,0,3,0,1,0,3,0,3,1,2,0,1,0,4,0,2,0,2,0,2,1,1,1,2,1,4,2,5,2,3,0,5,1,4,0,2,0,2,0,1,0,1,0,2,0,2,1,1,0,2,0,0,0,1,0,1,1,2,1,2,0,0,1,1,0,0,0,1,1,2,1,0,0,1,0,1,0,1,0,3,0,0,0,3,0,0,1,1,1,2,0,4,0,1,0,2,2,1,0,0,0,1,0,0,0,3,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,2,0,2,1,1,0,0,0,2,0,0,0,0,0,0,0,0,1,2,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,
20150325040539,180,0.9434081888845213,394315,5.283783912658691,18,0,0,1,2,2,6,2,11,3,3,2,8,1,7,1,6,1,7,1,8,4,8,1,7,5,2,2,4,0,5,3,5,1,3,3,9,2,5,1,9,2,8,0,7,0,10,1,5,1,9,0,10,0,5,0,7,2,5,1,12,2,8,1,5,0,5,0,5,1,4,0,6,5,2,1,3,2,8,2,6,3,4,1,3,2,7,0,4,0,5,2,4,1,4,0,7,1,3,0,6,2,9,3,8,0,7,1,3,0,5,2,1,1,6,0,6,0,8,1,8,0,7,0,4,0,5,0,2,1,0,1,4,1,4,0,4,3,5,2,4,3,6,0,3,0,3,0,6,2,6,0,8,2,5,0,7,2,2,1,5,0,3,2,3,0,3,0,7,1,4,0,6,2,4,2,5,1,1,0,8,0,2,1,4,0,9,0,5,1,4,0,1,0,0,0,2,0,3,0,5,2,3,0,0,0,1,0,2,0,3,1,7,1,1,1,6,0,5,1,4,1,3,0,3,0,3,0,4,0,4,1,2,0,2,1,5,1,0,1,0,0,1,0,2,0,5,0,4,1,6,1,5,0,5,2,3,0,2,0,5,0,2,0,3,1,3,0,1,0,4,0,3,0,0,2,1,2,1,0,2,1,4,0,1,0,4,1,1,0,3,1,2,0,4,0,0,1,1,0,0,1,4,1,3,0,2,1,4,0,2,1,2,0,3,0,2,1,3,0,2,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,2,0,2,1,1,0,0,1,4,0,1,0,1,0,3,1,6,1,1,0,2,0,2,0,3,0,3,0,3,0,3,1,2,1,2,0,1,0,2,1,1,0,0,0,2,0,2,1,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,2,2,1,1,0,0,0,1,1,1,0,0,0,1,0,1,0,2,0,0,0,0,0,2,0,0,1,0,0,2,0,0,0,2,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,
20150325040739,181,0.8713669822838934,394782,5.277372360229492,9,0,0,2,5,3,6,1,6,1,5,3,3,0,8,0,6,2,8,4,6,2,6,1,4,2,3,0,6,2,5,2,4,2,5,0,7,3,8,0,4,1,12,1,3,1,5,1,6,0,7,1,6,0,6,1,12,0,6,1,6,1,7,2,2,1,2,3,4,2,4,0,5,0,4,1,6,0,0,1,4,1,4,1,7,0,10,1,2,1,5,0,4,0,5,2,2,1,4,0,6,4,6,1,3,0,1,0,10,0,6,0,6,0,1,0,7,0,8,2,6,0,12,1,5,1,5,2,3,0,6,0,6,0,3,0,5,5,4,0,6,0,2,0,3,1,1,0,4,1,5,1,2,0,5,0,6,1,2,0,7,0,5,2,5,3,5,0,9,2,4,0,5,1,4,2,5,1,7,2,3,0,5,2,2,2,4,1,3,1,1,3,0,0,0,0,2,1,2,2,3,0,4,0,4,1,2,0,1,0,0,0,6,0,5,0,5,3,7,0,5,1,1,0,2,0,0,0,6,0,4,1,3,0,3,0,1,1,4,0,3,0,5,0,5,1,3,0,3,0,4,0,5,0,9,1,1,1,2,0,1,1,0,1,1,0,4,0,1,0,0,0,7,0,1,0,1,0,2,2,1,1,5,0,3,0,7,1,6,0,3,1,1,0,3,0,3,0,1,1,1,1,3,0,3,0,1,0,0,1,2,0,4,0,3,1,2,2,1,0,0,0,0,0,2,1,3,0,0,0,2,0,1,0,1,0,1,1,0,0,1,0,1,1,0,0,3,0,0,0,0,0,0,0,2,0,1,1,1,0,0,1,3,1,3,0,0,0,1,0,4,0,3,0,0,0,1,0,0,0,1,0,2,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,1,0,0,2,0,1,0,0,0,0,0,1,1,2,0,1,0,0,0,1,1,4,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,2,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,
20150325040939,182,0.8656587516635142,395999,5.121428489685059,16,0,0,4,8,3,2,1,2,1,5,0,7,3,11,2,3,1,6,1,7,1,5,0,6,1,3,0,7,3,5,0,5,1,7,2,5,3,8,3,6,1,10,1,10,1,9,2,5,2,5,0,10,0,10,0,7,2,6,0,7,1,9,2,8,3,4,2,7,1,4,0,1,1,5,1,5,2,4,0,5,0,7,0,3,0,4,2,3,1,6,1,4,1,1,1,9,0,7,1,1,1,3,0,1,1,5,0,3,1,6,1,5,0,5,0,5,0,6,0,5,2,6,2,4,0,11,1,2,1,2,2,3,0,2,0,2,1,1,0,3,1,4,0,3,0,1,0,6,1,4,2,2,0,4,0,6,0,5,0,3,1,6,0,5,1,3,0,4,2,5,0,8,0,4,1,3,0,5,1,4,2,1,3,5,0,10,0,15,0,7,1,1,1,4,0,2,1,4,0,3,2,2,2,3,2,1,3,3,0,3,0,5,0,5,2,5,0,1,0,3,0,2,1,1,0,3,1,1,1,1,1,2,1,6,1,2,1,1,0,1,0,2,2,4,0,4,0,3,1,1,1,8,2,1,0,1,1,1,0,5,1,1,1,4,1,4,0,3,1,3,0,2,1,0,0,3,0,0,0,2,1,2,0,2,0,1,0,4,2,2,2,2,1,3,0,1,0,2,0,5,0,2,1,4,3,3,0,3,0,3,1,1,0,1,0,3,0,3,0,0,0,0,0,1,0,0,0,1,1,1,0,0,0,1,0,1,0,0,0,1,1,0,0,0,0,2,1,1,0,0,0,1,0,0,0,1,0,1,0,0,0,2,1,2,1,0,0,1,0,1,0,1,0,1,0,4,0,2,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,2,0,3,0,2,0,2,0,1,0,0,0,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
20150325041139,183,0.9585044496570083,395199,5.398648738861084,8,0,0,2,6,4,9,1,3,1,4,1,8,1,8,1,7,0,4,3,10,0,8,0,6,1,5,0,6,0,7,0,7,1,9,0,4,0,10,1,1,1,5,3,10,2,7,5,10,0,14,2,8,2,9,1,9,0,4,2,9,0,11,1,4,1,3,3,6,1,4,1,3,0,5,0,3,3,4,3,3,1,4,0,8,0,8,1,7,0,4,1,13,1,14,2,7,1,5,4,5,6,4,1,4,0,7,0,3,0,3,0,5,0,3,0,6,0,7,1,3,0,4,0,10,0,5,2,3,0,2,0,2,0,8,0,6,1,7,1,5,0,3,0,5,2,5,0,6,0,5,2,8,0,5,0,2,2,7,1,1,2,5,0,6,0,2,0,8,0,7,1,8,3,5,0,1,2,4,1,4,0,3,2,5,2,3,0,5,1,5,0,2,0,2,0,1,0,0,0,2,0,2,1,2,1,6,1,2,0,3,1,1,1,4,2,6,0,6,1,3,1,3,0,6,0,1,0,1,1,4,0,2,1,5,0,2,1,5,2,2,0,1,0,1,0,3,1,2,1,1,1,3,1,2,0,1,1,2,0,0,0,2,0,6,0,4,0,7,0,1,1,2,0,8,2,4,0,1,1,2,1,1,0,3,3,3,0,3,1,1,2,1,0,2,0,1,0,3,1,3,0,4,0,2,1,2,0,2,1,5,1,3,0,1,1,6,2,6,0,0,0,4,0,3,2,1,1,2,0,2,0,1,1,1,0,3,0,4,1,1,1,0,0,2,0,0,1,1,0,0,0,1,0,1,0,3,1,3,0,1,0,0,0,1,0,1,1,2,0,2,1,3,0,0,0,1,0,2,2,1,0,2,0,0,0,0,0,0,2,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,2,0,2,0,1,1,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,2,2,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
